Module	Module_description	Pathway	Pathway_description	Cycle	Pathway_cycle	Detail_cycle	Genes	Gene_description	Enzyme	KO	rbims_pathway	rbims_sub_pathway	5mSIPHEX1_0	5mSIPHEX1_1	5mSIPHEX1_10	5mSIPHEX1_11	5mSIPHEX1_13	5mSIPHEX1_15	5mSIPHEX1_18	5mSIPHEX1_19	5mSIPHEX1_2	5mSIPHEX1_25	5mSIPHEX1_26	5mSIPHEX1_32	5mSIPHEX1_33	5mSIPHEX1_37	5mSIPHEX1_8	5mSIPHEX1_9	5mSIPHEX2_10	5mSIPHEX2_14	5mSIPHEX2_16	5mSIPHEX2_18	5mSIPHEX2_25	5mSIPHEX2_3	5mSIPHEX2_5	5mSIPHEX2_7	700mSIPHEX1_0	700mSIPHEX1_1	700mSIPHEX1_12	700mSIPHEX1_15	700mSIPHEX1_17	700mSIPHEX1_18	700mSIPHEX1_2	700mSIPHEX1_20	700mSIPHEX1_3	700mSIPHEX1_8	700mSIPHEX2_13	700mSIPHEX2_14	700mSIPHEX2_16	700mSIPHEX2_21	700mSIPHEX2_22	700mSIPHEX2_23	700mSIPHEX2_24	700mSIPHEX2_9
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map01120	Microbial metabolism in diverse environments	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	NA	NA	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map01120	Microbial metabolism in diverse environments	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	NA	NA	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
M01047	Juvenile hormone biosynthesis, insects, farnesyl-PP => juvenile hormone III	map01120	Microbial metabolism in diverse environments	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	NA	NA	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map01240	Biosynthesis of cofactors	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	NA	NA	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map01240	Biosynthesis of cofactors	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	NA	NA	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
M01047	Juvenile hormone biosynthesis, insects, farnesyl-PP => juvenile hormone III	map01240	Biosynthesis of cofactors	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	NA	NA	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map04936	Alcoholic liver disease	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	NA	NA	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map04936	Alcoholic liver disease	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	NA	NA	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
M01047	Juvenile hormone biosynthesis, insects, farnesyl-PP => juvenile hormone III	map04936	Alcoholic liver disease	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	NA	NA	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
NA	NA	NA	NA	NA	NA	NA	K07231	putative iron-regulated protein	NA	K07231	NA	NA	1	0	1	1	0	0	0	1	0	1	0	0	0	1	3	0	1	1	0	1	3	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
NA	NA	map00340	Histidine metabolism	NA	NA	NA	egtD	L-histidine Nalpha-methyltransferase [EC:2.1.1.44]	ec:2.1.1.44	K18911	NA	NA	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0
NA	NA	map01100	Metabolic pathways	NA	NA	NA	egtD	L-histidine Nalpha-methyltransferase [EC:2.1.1.44]	ec:2.1.1.44	K18911	NA	NA	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0
NA	NA	NA	NA	NA	NA	NA	yclP, ceuD	iron-siderophore transport system ATP-binding protein [EC:7.2.2.-]	NA	K25285	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
NA	NA	NA	NA	NA	NA	NA	ABC.FEV.A	iron complex transport system ATP-binding protein [EC:7.2.2.-]	NA	K02013	NA	NA	3	0	5	1	2	1	2	1	1	1	0	1	1	7	3	0	3	6	0	1	3	7	1	2	0	7	0	2	1	0	0	1	5	7	7	1	0	2	0	0	3	5
NA	NA	NA	NA	NA	NA	NA	yclO, ceuC	iron-siderophore transport system permease protein	NA	K25283	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
NA	NA	NA	NA	NA	NA	NA	yclN, ceuB	iron-siderophore transport system permease protein	NA	K25284	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
NA	NA	NA	NA	NA	NA	NA	yclQ, ceuA	iron-siderophore transport system substrate-binding protein	NA	K25282	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
NA	NA	NA	NA	NA	NA	NA	K07493	putative transposase	NA	K07493	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0
NA	NA	NA	NA	NA	NA	NA	pcaR	IclR family transcriptional regulator, pca regulon regulatory protein	NA	K02624	NA	NA	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
NA	NA	map00362	Benzoate degradation	NA	NA	NA	pcaI	3-oxoadipate CoA-transferase, alpha subunit [EC:2.8.3.6]	ec:2.8.3.6	K01031	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA	NA	map01100	Metabolic pathways	NA	NA	NA	pcaI	3-oxoadipate CoA-transferase, alpha subunit [EC:2.8.3.6]	ec:2.8.3.6	K01031	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA	NA	map01120	Microbial metabolism in diverse environments	NA	NA	NA	pcaI	3-oxoadipate CoA-transferase, alpha subunit [EC:2.8.3.6]	ec:2.8.3.6	K01031	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA	NA	map00362	Benzoate degradation	NA	NA	NA	pcaJ	3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]	ec:2.8.3.6	K01032	Phenanthrene	3-oxoadipate CoA-transferase, beta subunit	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA	NA	map01100	Metabolic pathways	NA	NA	NA	pcaJ	3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]	ec:2.8.3.6	K01032	Phenanthrene	3-oxoadipate CoA-transferase, beta subunit	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA	NA	map01120	Microbial metabolism in diverse environments	NA	NA	NA	pcaJ	3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]	ec:2.8.3.6	K01032	Phenanthrene	3-oxoadipate CoA-transferase, beta subunit	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA	NA	map00362	Benzoate degradation	NA	NA	NA	pcaF	3-oxoadipyl-CoA thiolase [EC:2.3.1.174]	ec:2.3.1.174	K07823	NA	NA	1	1	2	0	1	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	1	1	0	1	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	1	1	0
NA	NA	map01120	Microbial metabolism in diverse environments	NA	NA	NA	pcaF	3-oxoadipyl-CoA thiolase [EC:2.3.1.174]	ec:2.3.1.174	K07823	NA	NA	1	1	2	0	1	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	1	1	0	1	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	1	1	0
M00087	beta-Oxidation	map00071	Fatty acid degradation	NA	NA	NA	fadA, fadI	acetyl-CoA acyltransferase [EC:2.3.1.16]	ec:2.3.1.16	K00632	Hexadecane	Acetyl-CoA acyltransferase	1	0	3	1	1	0	0	1	1	1	0	0	0	1	2	1	1	3	1	0	1	1	1	1	0	0	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	0
M00087	beta-Oxidation	map00280	Valine, leucine and isoleucine degradation	NA	NA	NA	fadA, fadI	acetyl-CoA acyltransferase [EC:2.3.1.16]	ec:2.3.1.16	K00632	Hexadecane	Acetyl-CoA acyltransferase	1	0	3	1	1	0	0	1	1	1	0	0	0	1	2	1	1	3	1	0	1	1	1	1	0	0	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	0
M00087	beta-Oxidation	map00362	Benzoate degradation	NA	NA	NA	fadA, fadI	acetyl-CoA acyltransferase [EC:2.3.1.16]	ec:2.3.1.16	K00632	Hexadecane	Acetyl-CoA acyltransferase	1	0	3	1	1	0	0	1	1	1	0	0	0	1	2	1	1	3	1	0	1	1	1	1	0	0	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	0
M00087	beta-Oxidation	map00592	alpha-Linolenic acid metabolism	NA	NA	NA	fadA, fadI	acetyl-CoA acyltransferase [EC:2.3.1.16]	ec:2.3.1.16	K00632	Hexadecane	Acetyl-CoA acyltransferase	1	0	3	1	1	0	0	1	1	1	0	0	0	1	2	1	1	3	1	0	1	1	1	1	0	0	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	0
M00087	beta-Oxidation	map00642	Ethylbenzene degradation	NA	NA	NA	fadA, fadI	acetyl-CoA acyltransferase [EC:2.3.1.16]	ec:2.3.1.16	K00632	Hexadecane	Acetyl-CoA acyltransferase	1	0	3	1	1	0	0	1	1	1	0	0	0	1	2	1	1	3	1	0	1	1	1	1	0	0	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	0
M00087	beta-Oxidation	map00907	Pinene, camphor and geraniol degradation	NA	NA	NA	fadA, fadI	acetyl-CoA acyltransferase [EC:2.3.1.16]	ec:2.3.1.16	K00632	Hexadecane	Acetyl-CoA acyltransferase	1	0	3	1	1	0	0	1	1	1	0	0	0	1	2	1	1	3	1	0	1	1	1	1	0	0	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	0
M00087	beta-Oxidation	map00984	Steroid degradation	NA	NA	NA	fadA, fadI	acetyl-CoA acyltransferase [EC:2.3.1.16]	ec:2.3.1.16	K00632	Hexadecane	Acetyl-CoA acyltransferase	1	0	3	1	1	0	0	1	1	1	0	0	0	1	2	1	1	3	1	0	1	1	1	1	0	0	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	0
M00087	beta-Oxidation	map01100	Metabolic pathways	NA	NA	NA	fadA, fadI	acetyl-CoA acyltransferase [EC:2.3.1.16]	ec:2.3.1.16	K00632	Hexadecane	Acetyl-CoA acyltransferase	1	0	3	1	1	0	0	1	1	1	0	0	0	1	2	1	1	3	1	0	1	1	1	1	0	0	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	0
M00087	beta-Oxidation	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	fadA, fadI	acetyl-CoA acyltransferase [EC:2.3.1.16]	ec:2.3.1.16	K00632	Hexadecane	Acetyl-CoA acyltransferase	1	0	3	1	1	0	0	1	1	1	0	0	0	1	2	1	1	3	1	0	1	1	1	1	0	0	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	0
M00087	beta-Oxidation	map01120	Microbial metabolism in diverse environments	NA	NA	NA	fadA, fadI	acetyl-CoA acyltransferase [EC:2.3.1.16]	ec:2.3.1.16	K00632	Hexadecane	Acetyl-CoA acyltransferase	1	0	3	1	1	0	0	1	1	1	0	0	0	1	2	1	1	3	1	0	1	1	1	1	0	0	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	0
M00087	beta-Oxidation	map01212	Fatty acid metabolism	NA	NA	NA	fadA, fadI	acetyl-CoA acyltransferase [EC:2.3.1.16]	ec:2.3.1.16	K00632	Hexadecane	Acetyl-CoA acyltransferase	1	0	3	1	1	0	0	1	1	1	0	0	0	1	2	1	1	3	1	0	1	1	1	1	0	0	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	0
M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	map00071	Fatty acid degradation	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	map00071	Fatty acid degradation	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00095	C5 isoprenoid biosynthesis, mevalonate pathway	map00071	Fatty acid degradation	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00095	C5 isoprenoid biosynthesis, mevalonate pathway	map00071	Fatty acid degradation	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00373	Ethylmalonyl pathway	map00071	Fatty acid degradation	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00373	Ethylmalonyl pathway	map00071	Fatty acid degradation	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00374	Dicarboxylate-hydroxybutyrate cycle	map00071	Fatty acid degradation	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00374	Dicarboxylate-hydroxybutyrate cycle	map00071	Fatty acid degradation	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00375	Hydroxypropionate-hydroxybutylate cycle	map00071	Fatty acid degradation	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00375	Hydroxypropionate-hydroxybutylate cycle	map00071	Fatty acid degradation	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	map00071	Fatty acid degradation	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	map00071	Fatty acid degradation	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	map00071	Fatty acid degradation	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	map00071	Fatty acid degradation	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	map00280	Valine, leucine and isoleucine degradation	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	map00280	Valine, leucine and isoleucine degradation	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00095	C5 isoprenoid biosynthesis, mevalonate pathway	map00280	Valine, leucine and isoleucine degradation	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00095	C5 isoprenoid biosynthesis, mevalonate pathway	map00280	Valine, leucine and isoleucine degradation	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00373	Ethylmalonyl pathway	map00280	Valine, leucine and isoleucine degradation	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00373	Ethylmalonyl pathway	map00280	Valine, leucine and isoleucine degradation	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00374	Dicarboxylate-hydroxybutyrate cycle	map00280	Valine, leucine and isoleucine degradation	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00374	Dicarboxylate-hydroxybutyrate cycle	map00280	Valine, leucine and isoleucine degradation	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00375	Hydroxypropionate-hydroxybutylate cycle	map00280	Valine, leucine and isoleucine degradation	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
